alert_id,signature,proto,src_bytes,dst_bytes,duration_s,failed_logins,same_srv_rate,dst_host_count,severity,label
A00686,policy-allowed-http,TCP,1177,1241,3.151,1,0.312,2,1,benign
A00687,et-dos-synflood,TCP,54851,1470,6.949,31,0.868,254,5,attack
A00688,tls-handshake-ok,TCP,1049,7951,15.992,1,0.314,29,2,benign
A00689,et-bruteforce-ssh,UDP,218245,2836,21.271,38,0.977,430,3,attack
A00690,dns-query-normal,TCP,1830,7820,20.451,1,0.422,38,1,benign
A00691,policy-allowed-http,TCP,1289,1171,21.179,1,0.131,31,1,benign
A00692,policy-allowed-http,TCP,2097,4369,29.031,1,0.441,17,2,benign
A00693,et-scan-portscan,TCP,66108,4180,18.22,33,0.807,262,5,attack
A00694,dns-query-normal,TCP,1413,3529,13.159,1,0.247,2,2,benign
A00695,et-malware-c2-beacon,TCP,176995,8740,3.919,35,0.839,175,5,attack
A00696,et-bruteforce-ssh,TCP,159176,13223,10.611,12,0.69,396,4,attack
A00697,icmp-echo-reply,TCP,2168,1370,23.984,1,0.342,37,1,benign
A00698,tls-handshake-ok,TCP,1801,5038,17.904,0,0.181,10,1,benign
A00699,policy-allowed-http,TCP,4670,6814,11.342,0,0.195,37,2,benign
A00700,icmp-echo-reply,TCP,707,5728,19.386,0,0.452,7,1,benign
A00701,dns-query-normal,TCP,1856,1592,15.264,1,0.431,37,2,benign
A00702,policy-allowed-http,TCP,1813,4225,28.569,1,0.229,22,1,benign
A00703,dns-query-normal,TCP,3327,1680,1.078,0,0.059,33,1,benign
A00704,icmp-echo-reply,UDP,1074,922,22.971,0,0.43,9,2,benign
A00705,icmp-echo-reply,TCP,3354,4893,0.045,0,0.364,20,1,benign
A00706,icmp-echo-reply,TCP,1339,1440,1.703,1,0.298,18,1,benign
A00707,tls-handshake-ok,TCP,1183,2744,19.569,0,0.27,37,2,benign
A00708,et-exploit-sql-injection,TCP,123158,1802,10.786,18,0.962,117,4,attack
A00709,et-bruteforce-ssh,TCP,104231,1826,0.572,6,0.901,224,3,attack
A00710,et-scan-portscan,TCP,100333,2471,19.409,34,0.656,196,5,attack
A00711,icmp-echo-reply,UDP,1466,4132,21.313,1,0.377,38,2,benign
A00712,dns-query-normal,TCP,2429,1452,21.213,0,0.086,11,1,benign
A00713,dns-query-normal,TCP,2673,1647,18.309,0,0.489,26,1,benign
A00714,dns-query-normal,UDP,1101,1900,23.013,1,0.486,18,2,benign
A00715,et-exploit-sql-injection,TCP,352817,10782,5.842,3,0.969,282,5,attack
A00716,et-malware-c2-beacon,TCP,103119,7520,22.83,25,0.937,428,4,attack
A00717,et-dos-synflood,ICMP,44211,882,12.007,10,0.652,261,3,attack
A00718,et-scan-portscan,TCP,464947,918,10.313,37,0.824,171,5,attack
A00719,policy-allowed-http,TCP,3344,4290,22.67,0,0.426,28,2,benign
A00720,et-bruteforce-ssh,TCP,34893,11211,27.259,20,0.816,126,5,attack
A00721,tls-handshake-ok,TCP,782,4589,11.256,1,0.24,36,2,benign
A00722,policy-allowed-http,TCP,770,8956,12.905,0,0.193,25,1,benign
A00723,policy-allowed-http,UDP,1287,6013,27.206,1,0.467,2,2,benign
A00724,icmp-echo-reply,TCP,3013,1206,13.065,1,0.175,34,2,benign
A00725,policy-allowed-http,UDP,966,2632,27.935,1,0.205,11,1,benign
A00726,et-scan-portscan,TCP,187399,2872,16.907,19,0.607,276,4,attack
A00727,et-scan-portscan,TCP,88745,1448,8.392,26,0.659,332,5,attack
A00728,policy-allowed-http,TCP,684,4123,10.589,0,0.123,11,1,benign
A00729,policy-allowed-http,UDP,927,4099,23.633,0,0.341,12,2,benign
A00730,et-malware-c2-beacon,UDP,65214,1969,11.869,16,0.732,147,3,attack
A00731,policy-allowed-http,UDP,4318,3232,25.837,1,0.311,26,2,benign
A00732,et-bruteforce-ssh,TCP,21086,1999,19.239,36,0.838,281,5,attack
A00733,et-malware-c2-beacon,TCP,35577,1157,19.633,29,0.801,430,5,attack
A00734,et-exploit-sql-injection,TCP,153545,9677,23.473,3,0.644,392,3,attack
A00735,et-bruteforce-ssh,UDP,270479,3805,21.461,25,0.903,184,3,attack
A00736,et-exploit-sql-injection,TCP,188409,2553,5.072,36,0.873,145,3,attack
A00737,dns-query-normal,TCP,5122,2664,9.318,0,0.111,22,2,benign
A00738,et-scan-portscan,TCP,146912,3410,7.04,37,0.7,107,5,attack
A00739,et-bruteforce-ssh,TCP,597232,6881,8.295,21,0.619,202,4,attack
A00740,tls-handshake-ok,TCP,1477,4944,18.712,1,0.065,29,2,benign
A00741,policy-allowed-http,TCP,1568,4888,12.105,1,0.234,7,2,benign
A00742,policy-allowed-http,TCP,1017,3619,29.865,0,0.336,4,2,benign
A00743,tls-handshake-ok,TCP,4214,3054,25.014,0,0.449,39,2,benign
A00744,icmp-echo-reply,TCP,2851,2721,21.146,0,0.113,30,2,benign
A00745,policy-allowed-http,TCP,919,1550,18.648,0,0.353,1,2,benign
A00746,policy-allowed-http,TCP,2322,3309,2.685,1,0.325,23,1,benign
A00747,icmp-echo-reply,UDP,809,1172,17.993,0,0.414,10,2,benign
A00748,policy-allowed-http,TCP,953,1313,9.786,0,0.269,30,2,benign
A00749,tls-handshake-ok,TCP,1732,1487,24.945,0,0.168,13,2,benign
A00750,policy-allowed-http,TCP,3096,1575,20.376,1,0.456,27,2,benign
A00751,dns-query-normal,TCP,1143,2226,24.925,0,0.089,20,2,benign
A00752,icmp-echo-reply,TCP,4214,4040,17.252,0,0.066,11,1,benign
A00753,et-scan-portscan,TCP,160471,3146,25.134,30,0.682,73,4,attack
A00754,et-malware-c2-beacon,ICMP,212293,3327,19.212,23,0.952,317,5,attack
A00755,policy-allowed-http,TCP,1471,1370,29.638,1,0.371,7,2,benign
A00756,dns-query-normal,TCP,1925,2559,6.842,0,0.28,4,2,benign
A00757,dns-query-normal,TCP,2959,2642,10.154,0,0.381,29,2,benign
A00758,tls-handshake-ok,TCP,2781,11286,16.715,1,0.381,35,2,benign
A00759,icmp-echo-reply,TCP,1209,1986,15.887,1,0.426,4,1,benign
A00760,et-exploit-sql-injection,TCP,596212,3778,29.686,29,0.754,149,4,attack
A00761,dns-query-normal,TCP,2120,2622,28.53,0,0.398,38,1,benign
A00762,et-bruteforce-ssh,TCP,282908,1098,11.018,23,0.759,332,3,attack
A00763,policy-allowed-http,ICMP,1442,2164,6.744,0,0.353,12,2,benign
A00764,policy-allowed-http,TCP,2715,2594,5.357,1,0.353,7,1,benign
A00765,dns-query-normal,TCP,2774,2575,21.541,0,0.145,24,1,benign
A00766,et-dos-synflood,TCP,325565,3108,6.228,31,0.989,156,4,attack
A00767,et-malware-c2-beacon,TCP,117262,6220,18.473,6,0.667,385,5,attack
A00768,icmp-echo-reply,TCP,4666,1326,23.056,1,0.167,32,1,benign
A00769,policy-allowed-http,TCP,1711,1688,11.082,1,0.07,18,2,benign
A00770,tls-handshake-ok,TCP,6017,1946,18.891,1,0.266,22,2,benign
A00771,tls-handshake-ok,TCP,5329,6007,5.243,1,0.105,31,2,benign
A00772,policy-allowed-http,TCP,1375,1426,23.188,1,0.448,22,1,benign
A00773,tls-handshake-ok,TCP,1332,6383,5.558,0,0.325,4,1,benign
A00774,icmp-echo-reply,TCP,1534,1155,11.624,0,0.152,23,1,benign
A00775,dns-query-normal,TCP,968,8369,28.736,1,0.481,18,1,benign
A00776,dns-query-normal,ICMP,1959,2164,25.402,1,0.476,20,1,benign
A00777,tls-handshake-ok,TCP,1959,3135,21.797,1,0.454,38,1,benign
A00778,et-bruteforce-ssh,TCP,153446,2311,27.415,4,0.911,108,4,attack
A00779,et-malware-c2-beacon,TCP,327942,5087,3.481,18,0.886,257,4,attack
A00780,dns-query-normal,UDP,2937,2061,0.547,0,0.056,7,2,benign
A00781,tls-handshake-ok,TCP,1468,13146,26.626,0,0.139,25,2,benign
A00782,tls-handshake-ok,TCP,643,2415,11.912,0,0.072,7,1,benign
A00783,dns-query-normal,TCP,496,1619,18.915,1,0.375,39,2,benign
A00784,policy-allowed-http,UDP,620,1469,29.165,1,0.435,23,2,benign
A00785,dns-query-normal,TCP,1703,3795,22.58,0,0.143,36,1,benign
A00786,dns-query-normal,TCP,1094,15478,1.625,1,0.167,21,2,benign
A00787,dns-query-normal,TCP,3577,8312,0.615,0,0.36,17,1,benign
A00788,et-malware-c2-beacon,UDP,201542,2372,6.193,29,0.704,456,4,attack
A00789,et-malware-c2-beacon,UDP,327556,2801,7.569,19,0.86,244,4,attack
A00790,policy-allowed-http,TCP,1896,4212,13.955,0,0.377,33,2,benign
A00791,et-dos-synflood,UDP,334903,2251,17.934,25,0.775,306,5,attack
A00792,dns-query-normal,UDP,3121,2544,16.78,0,0.299,7,2,benign
A00793,et-scan-portscan,TCP,670284,344,23.235,27,0.785,347,4,attack
A00794,et-scan-portscan,TCP,74914,3369,20.269,12,0.724,240,4,attack
A00795,et-exploit-sql-injection,UDP,159634,2491,29.179,21,0.857,349,5,attack
A00796,icmp-echo-reply,UDP,1451,805,5.24,0,0.209,27,2,benign
A00797,icmp-echo-reply,TCP,818,3644,8.223,1,0.232,13,2,benign
A00798,tls-handshake-ok,TCP,10861,783,14.693,1,0.261,16,1,benign
A00799,et-malware-c2-beacon,TCP,54599,4388,1.394,15,0.761,303,4,attack
A00800,dns-query-normal,TCP,2219,1727,10.484,0,0.086,32,1,benign
A00801,icmp-echo-reply,TCP,3066,266,16.158,0,0.451,35,1,benign
A00802,dns-query-normal,TCP,1131,4259,16.08,0,0.135,14,2,benign
A00803,et-scan-portscan,ICMP,206278,2895,24.42,23,0.927,421,5,attack
A00804,et-scan-portscan,ICMP,25275,2540,17.961,5,0.841,52,3,attack
A00805,tls-handshake-ok,TCP,1655,8091,28.393,0,0.361,3,2,benign
A00806,tls-handshake-ok,TCP,502,5269,26.496,1,0.203,5,1,benign
A00807,icmp-echo-reply,TCP,1764,6555,12.011,0,0.256,6,2,benign
A00808,icmp-echo-reply,TCP,1932,6743,0.799,0,0.384,39,1,benign
A00809,et-bruteforce-ssh,TCP,662757,2505,8.165,23,0.622,285,3,attack
A00810,et-dos-synflood,UDP,491224,9244,16.572,38,0.809,470,3,attack
A00811,icmp-echo-reply,TCP,5033,6653,20.13,0,0.492,2,2,benign
A00812,tls-handshake-ok,TCP,1307,5799,0.165,1,0.08,29,2,benign
A00813,et-bruteforce-ssh,TCP,191156,308,23.032,27,0.659,359,4,attack
A00814,tls-handshake-ok,UDP,926,2715,4.949,0,0.405,21,2,benign
A00815,dns-query-normal,TCP,942,3233,29.304,1,0.404,12,1,benign
A00816,dns-query-normal,UDP,1150,4118,29.087,0,0.29,31,2,benign
A00817,tls-handshake-ok,TCP,4660,4422,24.754,1,0.175,2,2,benign
A00818,policy-allowed-http,TCP,2244,1395,18.232,0,0.088,36,1,benign
A00819,tls-handshake-ok,TCP,1625,7586,17.846,1,0.074,17,1,benign
A00820,et-exploit-sql-injection,TCP,422341,1223,12.431,28,0.872,121,4,attack
A00821,dns-query-normal,UDP,3800,3904,26.603,0,0.151,12,1,benign
A00822,icmp-echo-reply,TCP,2670,2295,10.328,0,0.123,39,2,benign
A00823,policy-allowed-http,UDP,938,1315,19.359,0,0.072,5,1,benign
A00824,icmp-echo-reply,TCP,1513,1167,13.461,0,0.494,24,1,benign
A00825,et-dos-synflood,TCP,1119897,17801,24.531,13,0.699,280,5,attack
A00826,et-malware-c2-beacon,UDP,61748,2409,21.046,23,0.869,472,5,attack
A00827,icmp-echo-reply,UDP,874,1673,27.375,0,0.293,11,1,benign
A00828,dns-query-normal,TCP,903,3238,14.316,0,0.27,28,1,benign
A00829,policy-allowed-http,TCP,790,1248,6.352,1,0.297,30,1,benign
A00830,dns-query-normal,TCP,936,8848,7.241,0,0.255,5,2,benign
A00831,dns-query-normal,TCP,1713,3108,8.179,0,0.491,18,1,benign
A00832,policy-allowed-http,TCP,1351,2205,8.264,0,0.248,27,1,benign
A00833,icmp-echo-reply,UDP,1158,3121,13.983,0,0.461,37,2,benign
A00834,policy-allowed-http,TCP,2070,994,10.421,0,0.211,37,1,benign
A00835,policy-allowed-http,TCP,501,8869,15.562,0,0.174,31,2,benign
A00836,policy-allowed-http,UDP,1947,4663,27.265,0,0.207,12,1,benign
A00837,policy-allowed-http,TCP,854,1743,3.356,1,0.41,14,2,benign
A00838,icmp-echo-reply,TCP,2079,2400,12.633,1,0.434,11,2,benign
A00839,et-bruteforce-ssh,TCP,25243,3038,11.843,19,0.779,340,4,attack
A00840,tls-handshake-ok,UDP,840,5533,10.022,1,0.119,5,2,benign
A00841,et-bruteforce-ssh,TCP,92714,2918,19.486,10,0.647,218,5,attack
A00842,dns-query-normal,ICMP,1467,1107,19.558,1,0.162,26,2,benign
A00843,policy-allowed-http,TCP,2186,9617,0.972,1,0.231,30,1,benign
A00844,icmp-echo-reply,TCP,3275,1760,14.562,1,0.196,22,2,benign
A00845,icmp-echo-reply,TCP,2082,1165,17.925,0,0.437,30,2,benign
A00846,tls-handshake-ok,TCP,3210,2418,17.46,0,0.082,28,2,benign
A00847,et-malware-c2-beacon,TCP,56958,6879,28.212,25,0.749,343,4,attack
A00848,et-exploit-sql-injection,ICMP,179157,7721,4.139,5,0.965,96,5,attack
A00849,tls-handshake-ok,TCP,2207,974,26.325,1,0.307,33,1,benign
A00850,et-malware-c2-beacon,TCP,226591,3033,14.154,22,0.861,489,5,attack
A00851,et-dos-synflood,TCP,33062,2547,27.016,36,0.795,149,5,attack
A00852,dns-query-normal,UDP,2600,5592,7.976,0,0.07,12,2,benign
A00853,tls-handshake-ok,TCP,1625,2851,25.855,0,0.078,34,2,benign
A00854,icmp-echo-reply,TCP,4452,1692,24.425,1,0.117,34,2,benign
A00855,icmp-echo-reply,UDP,367,4685,2.135,1,0.274,20,2,benign
A00856,icmp-echo-reply,ICMP,852,1814,23.099,1,0.217,4,2,benign
A00857,tls-handshake-ok,TCP,1686,2824,14.121,1,0.251,28,1,benign
A00858,tls-handshake-ok,TCP,6120,2891,2.893,0,0.21,3,2,benign
A00859,et-exploit-sql-injection,TCP,431061,1609,10.315,18,0.718,278,3,attack
A00860,icmp-echo-reply,TCP,630,3333,24.971,1,0.448,27,2,benign
A00861,et-malware-c2-beacon,TCP,113065,8406,3.756,5,0.666,218,5,attack
A00862,et-scan-portscan,TCP,164770,3351,25.12,31,0.907,254,4,attack
A00863,et-exploit-sql-injection,TCP,85767,5467,3.055,37,0.854,248,4,attack
A00864,policy-allowed-http,TCP,5089,3429,6.84,0,0.247,25,1,benign
A00865,icmp-echo-reply,ICMP,3028,4386,19.735,1,0.468,24,1,benign
A00866,et-dos-synflood,TCP,167967,1981,28.361,30,0.689,446,5,attack
A00867,icmp-echo-reply,TCP,965,4790,8.799,1,0.18,10,1,benign
A00868,et-scan-portscan,UDP,123299,6652,13.622,6,0.866,281,4,attack
A00869,et-bruteforce-ssh,TCP,42270,1576,13.133,13,0.778,300,3,attack
A00870,policy-allowed-http,UDP,1418,1000,22.018,0,0.442,26,1,benign
A00871,icmp-echo-reply,TCP,3159,4113,5.423,0,0.353,10,2,benign
A00872,tls-handshake-ok,TCP,5288,18004,26.862,1,0.381,10,1,benign
A00873,policy-allowed-http,TCP,3734,5814,18.692,0,0.057,19,2,benign
A00874,dns-query-normal,UDP,2038,2254,25.81,1,0.177,16,1,benign
A00875,dns-query-normal,TCP,1831,7334,22.993,0,0.219,35,2,benign
A00876,policy-allowed-http,TCP,1482,6332,18.906,0,0.26,20,2,benign
A00877,policy-allowed-http,UDP,1434,18515,15.715,1,0.313,12,1,benign
A00878,et-dos-synflood,UDP,109416,4148,24.505,22,0.604,57,3,attack
A00879,icmp-echo-reply,UDP,4611,3015,9.627,1,0.454,10,2,benign
A00880,dns-query-normal,TCP,1005,12358,12.02,1,0.086,17,2,benign
A00881,et-dos-synflood,UDP,106835,3972,4.819,6,0.913,384,4,attack
A00882,dns-query-normal,TCP,1029,1859,14.547,0,0.116,25,1,benign
A00883,et-malware-c2-beacon,TCP,970335,1486,5.316,19,0.64,460,4,attack
A00884,icmp-echo-reply,TCP,1693,1569,6.535,1,0.31,21,2,benign
A00885,et-malware-c2-beacon,TCP,102577,4481,5.223,13,0.886,422,5,attack
A00886,icmp-echo-reply,UDP,639,2261,2.532,0,0.186,9,2,benign
A00887,icmp-echo-reply,TCP,2679,3921,21.974,0,0.266,33,2,benign
A00888,tls-handshake-ok,TCP,1128,2103,16.703,1,0.086,34,2,benign
A00889,icmp-echo-reply,TCP,1613,4520,16.06,0,0.371,19,2,benign
A00890,tls-handshake-ok,TCP,1917,1087,10.838,1,0.449,16,1,benign
A00891,et-dos-synflood,TCP,794529,712,25.907,37,0.977,469,4,attack
A00892,et-scan-portscan,TCP,242020,947,23.2,11,0.604,248,4,attack
A00893,dns-query-normal,UDP,2258,1671,26.592,0,0.498,37,1,benign
A00894,et-exploit-sql-injection,TCP,205427,4046,20.837,11,0.948,349,4,attack
A00895,tls-handshake-ok,TCP,1328,2474,16.688,0,0.28,14,1,benign
A00896,et-bruteforce-ssh,TCP,56539,1084,27.403,4,0.731,130,3,attack
A00897,dns-query-normal,TCP,1564,1369,6.987,1,0.303,29,2,benign
A00898,et-dos-synflood,ICMP,273213,1784,18.352,37,0.835,121,3,attack
A00899,icmp-echo-reply,TCP,4815,2017,26.363,0,0.243,27,1,benign
A00900,tls-handshake-ok,UDP,2830,1415,2.658,1,0.183,6,2,benign
A00901,et-bruteforce-ssh,UDP,172239,1591,7.178,27,0.861,367,4,attack
A00902,policy-allowed-http,TCP,1060,3142,26.878,0,0.166,10,2,benign
A00903,dns-query-normal,UDP,2765,635,8.837,0,0.281,30,1,benign
A00904,policy-allowed-http,TCP,2159,1722,7.126,0,0.414,32,1,benign
A00905,icmp-echo-reply,ICMP,340,4194,2.623,1,0.341,32,2,benign
A00906,policy-allowed-http,UDP,2450,4144,10.936,0,0.117,16,1,benign
A00907,policy-allowed-http,UDP,494,3069,17.61,0,0.287,18,2,benign
A00908,et-malware-c2-beacon,TCP,22231,2869,6.554,6,0.97,204,5,attack
A00909,et-malware-c2-beacon,TCP,42889,1687,28.367,39,0.772,395,4,attack
A00910,et-exploit-sql-injection,TCP,214680,7590,9.356,20,0.888,193,5,attack
A00911,tls-handshake-ok,TCP,639,1858,12.222,0,0.289,27,1,benign
A00912,dns-query-normal,TCP,1562,1968,3.08,1,0.361,16,2,benign
A00913,tls-handshake-ok,TCP,1426,2348,22.134,0,0.468,27,2,benign
A00914,dns-query-normal,TCP,997,3147,16.794,0,0.061,19,2,benign
A00915,et-bruteforce-ssh,UDP,89239,2011,20.892,3,0.715,348,4,attack
A00916,tls-handshake-ok,UDP,1389,3919,27.487,0,0.07,12,2,benign
A00917,tls-handshake-ok,TCP,397,12927,13.556,1,0.414,16,1,benign
A00918,et-bruteforce-ssh,TCP,184968,6536,14.857,36,0.687,359,3,attack
A00919,dns-query-normal,UDP,2840,3361,20.261,1,0.341,17,2,benign
A00920,et-exploit-sql-injection,TCP,43851,3459,4.101,37,0.899,143,5,attack
A00921,et-exploit-sql-injection,TCP,290344,2375,4.042,12,0.616,403,4,attack
A00922,tls-handshake-ok,TCP,3704,5697,5.522,0,0.077,17,1,benign
A00923,dns-query-normal,TCP,1908,3349,11.207,1,0.444,35,2,benign
A00924,policy-allowed-http,TCP,801,1149,2.719,0,0.469,1,2,benign
A00925,icmp-echo-reply,TCP,537,1317,8.182,1,0.164,28,2,benign
A00926,et-malware-c2-beacon,TCP,54445,766,22.376,22,0.798,185,3,attack
A00927,policy-allowed-http,UDP,2394,805,17.676,0,0.395,25,1,benign
A00928,icmp-echo-reply,TCP,757,14688,27.458,0,0.109,34,2,benign
A00929,et-scan-portscan,UDP,182724,1993,12.964,27,0.716,296,3,attack
A00930,policy-allowed-http,TCP,771,3664,18.633,1,0.236,6,1,benign
A00931,tls-handshake-ok,TCP,2809,4044,14.376,0,0.178,3,1,benign
A00932,et-exploit-sql-injection,ICMP,122503,12060,28.537,38,0.864,277,4,attack
A00933,et-scan-portscan,TCP,139886,2722,19.844,7,0.634,480,4,attack
A00934,tls-handshake-ok,TCP,1322,2245,5.621,0,0.319,33,1,benign
A00935,icmp-echo-reply,TCP,2055,1086,9.211,0,0.177,10,2,benign
A00936,icmp-echo-reply,TCP,2584,4247,3.73,1,0.169,38,1,benign
A00937,et-scan-portscan,TCP,148114,2163,2.415,31,0.989,270,4,attack
A00938,icmp-echo-reply,TCP,2945,5135,20.806,1,0.304,33,2,benign
A00939,tls-handshake-ok,TCP,2669,494,18.849,0,0.455,12,1,benign
A00940,et-exploit-sql-injection,UDP,157943,5471,27.408,5,0.741,356,5,attack
A00941,policy-allowed-http,TCP,1185,1723,27.376,1,0.219,22,1,benign
A00942,dns-query-normal,UDP,1439,3897,10.791,1,0.453,33,2,benign
A00943,et-bruteforce-ssh,TCP,423545,3079,3.16,4,0.975,490,5,attack
A00944,dns-query-normal,ICMP,2204,4121,22.719,1,0.5,9,1,benign
A00945,et-malware-c2-beacon,TCP,160998,3596,8.634,39,0.766,391,4,attack
A00946,et-scan-portscan,TCP,546160,2770,19.19,23,0.953,352,3,attack
A00947,icmp-echo-reply,TCP,771,1545,10.951,0,0.224,16,2,benign
A00948,tls-handshake-ok,UDP,1809,6837,15.444,1,0.279,15,1,benign
A00949,tls-handshake-ok,TCP,2779,1967,16.583,0,0.46,33,1,benign
A00950,et-bruteforce-ssh,TCP,65924,1987,4.658,29,0.708,180,4,attack
A00951,tls-handshake-ok,UDP,867,2532,1.403,0,0.213,2,2,benign
A00952,dns-query-normal,TCP,1559,9203,25.317,0,0.243,8,1,benign
A00953,et-dos-synflood,TCP,813037,2189,18.235,9,0.859,438,5,attack
A00954,dns-query-normal,UDP,6371,3933,29.696,0,0.171,20,1,benign
A00955,policy-allowed-http,ICMP,2174,2101,7.443,0,0.303,38,1,benign
A00956,dns-query-normal,TCP,899,3190,5.003,1,0.447,16,2,benign
A00957,icmp-echo-reply,TCP,1487,2428,2.575,0,0.082,30,1,benign
A00958,policy-allowed-http,TCP,1390,2633,10.474,0,0.198,39,2,benign
A00959,policy-allowed-http,TCP,4678,1493,9.135,1,0.47,8,1,benign
A00960,et-scan-portscan,UDP,190453,8383,16.896,20,0.918,285,5,attack
A00961,dns-query-normal,UDP,1049,2394,15.614,0,0.353,25,1,benign
A00962,et-dos-synflood,UDP,107191,1013,24.409,24,0.837,232,3,attack
A00963,policy-allowed-http,TCP,1374,1427,11.654,0,0.36,3,2,benign
A00964,icmp-echo-reply,TCP,6100,5922,1.203,0,0.198,19,1,benign
A00965,et-exploit-sql-injection,UDP,258521,3663,9.165,26,0.972,96,3,attack
A00966,policy-allowed-http,TCP,2536,1538,22.344,0,0.264,37,2,benign
A00967,et-exploit-sql-injection,UDP,862665,2301,19.172,19,0.75,326,5,attack
A00968,tls-handshake-ok,UDP,1529,5014,1.191,1,0.204,20,2,benign
A00969,tls-handshake-ok,TCP,1931,783,0.176,1,0.429,17,2,benign
A00970,et-scan-portscan,UDP,169141,6287,14.577,19,0.818,360,3,attack
A00971,icmp-echo-reply,TCP,1525,4537,13.247,1,0.317,33,2,benign
A00972,icmp-echo-reply,TCP,2176,1561,27.092,0,0.248,7,1,benign
A00973,et-exploit-sql-injection,TCP,203187,3637,11.412,28,0.671,161,4,attack
A00974,icmp-echo-reply,TCP,2829,2876,24.512,1,0.318,30,1,benign
A00975,dns-query-normal,TCP,1543,5746,18.786,0,0.406,33,2,benign
A00976,et-scan-portscan,UDP,79810,6050,17.042,21,0.682,134,3,attack
A00977,dns-query-normal,TCP,2420,1801,12.609,1,0.381,9,2,benign
A00978,et-malware-c2-beacon,UDP,166005,2328,6.765,10,0.888,415,3,attack
A00979,tls-handshake-ok,TCP,1078,994,5.37,1,0.11,39,2,benign
A00980,tls-handshake-ok,UDP,1657,1552,11.265,0,0.142,8,2,benign
A00981,tls-handshake-ok,TCP,872,1278,28.777,1,0.331,26,1,benign
A00982,et-bruteforce-ssh,UDP,111503,3227,3.068,8,0.754,198,5,attack
A00983,et-scan-portscan,UDP,107169,4966,2.835,12,0.632,330,4,attack
A00984,tls-handshake-ok,UDP,5379,3636,29.038,0,0.302,9,2,benign
A00985,icmp-echo-reply,UDP,1247,6083,24.102,0,0.453,29,2,benign
A00986,dns-query-normal,TCP,1040,16936,7.314,1,0.471,29,2,benign
A00987,icmp-echo-reply,UDP,2149,3878,24.285,0,0.182,13,1,benign
A00988,policy-allowed-http,TCP,1752,1320,21.425,1,0.171,18,1,benign
A00989,policy-allowed-http,ICMP,1966,4466,0.352,1,0.217,20,2,benign
A00990,policy-allowed-http,TCP,907,2292,29.201,1,0.349,19,1,benign
A00991,policy-allowed-http,UDP,822,3882,15.092,1,0.332,10,2,benign
A00992,dns-query-normal,TCP,4119,1149,27.674,1,0.256,36,1,benign
A00993,et-exploit-sql-injection,UDP,358767,6692,20.871,9,0.859,331,3,attack
A00994,dns-query-normal,UDP,1345,1867,25.088,1,0.099,12,1,benign
A00995,icmp-echo-reply,TCP,1641,3348,19.307,1,0.111,28,2,benign
A00996,icmp-echo-reply,TCP,3167,7434,28.369,1,0.421,14,2,benign
A00997,icmp-echo-reply,TCP,1683,6461,22.402,0,0.474,25,1,benign
A00998,policy-allowed-http,TCP,1863,2076,13.303,1,0.419,9,2,benign
A00999,tls-handshake-ok,TCP,1033,6281,12.103,0,0.275,2,1,benign
